ID	dateReception	name	country	department	city	species	composition	presentation	beneficioType	caffeine	comments	aroma	flavor	afterTaste	acidity	body	balance	uniformity	cleanCup	sweetness	overall	totalScore	descriptor1 (aroma-fragance)	descriptor2 (aroma-fragance)	descriptor1 (afterTaste)	descriptor2 (afterTaste)	Notes	altitude	area	cultivatedArea	variety	age	laborType	soilType	precipitation	fertilizer	fertilizerType	fertilizerAmount	shadow	arvenses	numberArvenses	plagues	waterSource	recollectionTime	beneficio	fermentationType	drying	dryingTime	certification	certificationType	color 	Temp roasting 	%Humidity Sinar
AC1377	180213	PERAH12189	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	Tipo MCM	5	4	4.5	5	4.5	4.5	5	5	5	5	47,5	dulce, horse																														
AC1377	180213	PERAH12189	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	Tipo MCM	5	4	4.5	5	4.5	4.5	5	5	5	5	47,5	dulce, horse																														
AC1379	180213	CRIAH12191	Costa Rica	NA	NA	Arabica	0	tostado molido fino	h	0	Strictly High Ground	5	5	5	5	5	5.5	5.5	6	5	5.5	52,5	suave, limpia																														
AC1379	180213	CRIAH12191	Costa Rica	NA	NA	Arabica	0	tostado molido fino	h	0	Strictly High Ground	5	5	5	5	5	5.5	5.5	6	5	5.5	52,5	suave, limpia																														
AC1379	180213	CRIAH12191	Costa Rica	NA	NA	Arabica	0	tostado molido fino	h	0	Strictly High Ground	5	5	5	5	5	5.5	5.5	6	5	5.5	52,5	suave, limpia																														
AC1380	180213	BRAAH12192	Brazil	NA	NA	Arabica	0	tostado molido fino	h	0	Bourbon. Muestra antigua BRAAH12012	3	5	5	5	4.5	5	5	4.5	4.5	5.5	47	floral																														
AC1380	180213	BRAAH12192	Brazil	NA	NA	Arabica	0	tostado molido fino	h	0	Bourbon. Muestra antigua BRAAH12012	3	5	5	5	4.5	5	5	4.5	4.5	5.5	47	floral																														
AC1380	180213	BRAAH12192	Brazil	NA	NA	Arabica	0	tostado molido fino	h	0	Bourbon. Muestra antigua BRAAH12012	3	5	5	5	4.5	5	5	4.5	4.5	5.5	47	floral																														
AC1382	180213	GUAAH12194	Guatemala	Hueltuetenango	NA	Arabica	0	tostado molido fino	h	0	Huehuetenango. Bourbon	4.5	6	6	6	5	6	5.5	5.5	6	6	56,5	dulce, balance								BOURBON																						
AC1382	180213	GUAAH12194	Guatemala	Hueltuetenango	NA	Arabica	0	tostado molido fino	h	0	Huehuetenango. Bourbon	4.5	6	6	6	5	6	5.5	5.5	6	6	56,5	dulce, balance								BOURBON																						
AC1382	180213	GUAAH12194	Guatemala	Hueltuetenango	NA	Arabica	0	tostado molido fino	h	0	Huehuetenango. Bourbon	4.5	6	6	6	5	6	5.5	5.5	6	6	56,5	dulce, balance								BOURBON																						
AC1387	180213	PERAH12199	Peru	NA	NA	Arabica	0	tostado molido fino	h	0		3.5	2	2	3	2	2	4	2.5	3	2	26	seca, fermento, herbal																														
AC1387	180213	PERAH12199	Peru	NA	NA	Arabica	0	tostado molido fino	h	0		3.5	2	2	3	2	2	4	2.5	3	2	26	seca, fermento, herbal																														
AC1387	180213	PERAH12199	Peru	NA	NA	Arabica	0	tostado molido fino	h	0		3.5	2	2	3	2	2	4	2.5	3	2	26	seca, fermento, herbal																														
AC1388	180213	PERAH12200	Peru	NA	NA	Arabica	0	tostado molido fino	h	0		3	4	4	4	4	4	5	4	4	4	40	seco, herbal, inmaduro																														
AC1388	180213	PERAH12200	Peru	NA	NA	Arabica	0	tostado molido fino	h	0		3	4	4	4	4	4	5	4	4	4	40	seco, herbal, inmaduro																														
AC1388	180213	PERAH12200	Peru	NA	NA	Arabica	0	tostado molido fino	h	0		3	4	4	4	4	4	5	4	4	4	40	seco, herbal, inmaduro																														
AC1389	180213	VIERS12201	Vietnam	NA	NA	Robusta	100	tostado molido fino	s	0	Green Coffee Robusta	2.5	3	3	4	3	3	4	3	3	3	31,5	harina																														
AC1389	180213	VIERS12201	Vietnam	NA	NA	Robusta	100	tostado molido fino	s	0	Green Coffee Robusta	2.5	3	3	4	3	3	4	3	3	3	31,5	harina																														
AC1389	180213	VIERS12201	Vietnam	NA	NA	Robusta	100	tostado molido fino	s	0	Green Coffee Robusta	2.5	3	3	4	3	3	4	3	3	3	31,5	harina																														
AC1394	180213	GUALH12206	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Laurina	4	4	4	4	4	4.5	6	6	4	4	44,5	insipida, limpia								LAURINA																						
AC1394	180213	GUALH12206	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Laurina	4	4	4	4	4	4.5	6	6	4	4	44,5	insipida, limpia								LAURINA																						
AC1394	180213	GUALH12206	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Laurina	4	4	4	4	4	4.5	6	6	4	4	44,5	insipida, limpia								LAURINA																						
AC1395	180213	GUALH12207	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Laurina	4	5	4.5	5.5	4	4	5	5	4.5	5	46,5	insipida, limpia								LAURINA																						
AC1395	180213	GUALH12207	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Laurina	4	5	4.5	5.5	4	4	5	5	4.5	5	46,5	insipida, limpia								LAURINA																						
AC1395	180213	GUALH12207	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Laurina	4	5	4.5	5.5	4	4	5	5	4.5	5	46,5	insipida, limpia								LAURINA																						
AC1403	190313	PERAH12212	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	G1																																										
AC1403	190313	PERAH12212	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	G1																																										
AC1403	190313	PERAH12212	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	G1																																										
AC1404	190313	GUAAH12213	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	SHG																																										
AC1404	190313	GUAAH12213	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	SHG																																										
AC1404	190313	GUAAH12213	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	SHG																																										
AC1405	190313	GUAAH12214	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1405	190313	GUAAH12214	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1405	190313	GUAAH12214	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1406	190313	BRAA?12215	Brazil	NA	NA	Arabica	0	tostado molido fino	unknown	0																																											
AC1406	190313	BRAA?12215	Brazil	NA	NA	Arabica	0	tostado molido fino	unknown	0																																											
AC1406	190313	BRAA?12215	Brazil	NA	NA	Arabica	0	tostado molido fino	unknown	0																																											
AC1407	190313	PERAH12216	Peru	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1407	190313	PERAH12216	Peru	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1407	190313	PERAH12216	Peru	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1409	190313	CRIAH12218	Costa Rica	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1409	190313	CRIAH12218	Costa Rica	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1409	190313	CRIAH12218	Costa Rica	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1412	190313	PERAH12221	Peru	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1412	190313	PERAH12221	Peru	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1412	190313	PERAH12221	Peru	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1413	190313	GUAAH12222	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1413	190313	GUAAH12222	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1413	190313	GUAAH12222	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0																																											
AC1414	190313	VIERS12223	Vietnam	NA	NA	Robusta	100	tostado molido fino	s	0	polished																																										
AC1414	190313	VIERS12223	Vietnam	NA	NA	Robusta	100	tostado molido fino	s	0	polished																																										
AC1414	190313	VIERS12223	Vietnam	NA	NA	Robusta	100	tostado molido fino	s	0	polished																																										
AC1420	90413	PERAH12230	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	Perú	4.5	3.5	3.5	4	4	4.5	4	4	4.5	4	40.5	astringente, inmaduro																														
AC1420	90413	PERAH12230	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	Perú	4.5	3.5	3.5	4	4	4.5	4	4	4.5	4	40.5	astringente, inmaduro																														
AC1420	90413	PERAH12230	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	Perú	4.5	3.5	3.5	4	4	4.5	4	4	4.5	4	40.5	astringente, inmaduro																														
AC1421	90413	GUAAH12231	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Guatemala Arabica	4	4	3.5	4	3.5	4	4	3.5	4.5	3.5	38.5	reposo, citrico																														
AC1421	90413	GUAAH12231	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Guatemala Arabica	4	4	3.5	4	3.5	4	4	3.5	4.5	3.5	38.5	reposo, citrico																														
AC1421	90413	GUAAH12231	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Guatemala Arabica	4	4	3.5	4	3.5	4	4	3.5	4.5	3.5	38.5	reposo, citrico																														
AC1424	90413	CRIAH12234	Costa Rica	NA	NA	Arabica	0	tostado molido fino	h	0	Costa Rica	5.5	4.5	4	4.5	4	4	4.5	4	4	4	43	platano verde, vegetal seco																														
AC1424	90413	CRIAH12234	Costa Rica	NA	NA	Arabica	0	tostado molido fino	h	0	Costa Rica	5.5	4.5	4	4.5	4	4	4.5	4	4	4	43	platano verde, vegetal seco																														
AC1424	90413	CRIAH12234	Costa Rica	NA	NA	Arabica	0	tostado molido fino	h	0	Costa Rica	5.5	4.5	4	4.5	4	4	4.5	4	4	4	43	platano verde, vegetal seco																														
AC1427	90413	PERAH13238	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	Perú	4	3.5	3.5	4	4	3.5	4	3.5	3.5	3.5	37	astringente																														
AC1427	90413	PERAH13238	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	Perú	4	3.5	3.5	4	4	3.5	4	3.5	3.5	3.5	37	astringente																														
AC1427	90413	PERAH13238	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	Perú	4	3.5	3.5	4	4	3.5	4	3.5	3.5	3.5	37	astringente																														
AC1428	90413	PERAH13239	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	Perú	4	4	4	4	4	4	4.5	4	3.5	4	40	amargo																														
AC1428	90413	PERAH13239	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	Perú	4	4	4	4	4	4	4.5	4	3.5	4	40	amargo																														
AC1428	90413	PERAH13239	Peru	NA	NA	Arabica	0	tostado molido fino	h	0	Perú	4	4	4	4	4	4	4.5	4	3.5	4	40	amargo																														
AC1431	90413	GUAAH13235	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Guatemala; Huehue	7	5	4.5	4.5	4.5	4.5	5	4.5	4.5	4.5	48.5	cereal																														
AC1431	90413	GUAAH13235	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Guatemala; Huehue	7	5	4.5	4.5	4.5	4.5	5	4.5	4.5	4.5	48.5	cereal																														
AC1431	90413	GUAAH13235	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Guatemala; Huehue	7	5	4.5	4.5	4.5	4.5	5	4.5	4.5	4.5	48.5	cereal																														
AC1432	90413	GUAAH13236	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Guatemala, Antigua	5	6	6	6	6.5	6.5	6	6	6.5	6.5	61	citrico																														
AC1432	90413	GUAAH13236	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Guatemala, Antigua	5	6	6	6	6.5	6.5	6	6	6.5	6.5	61	citrico																														
AC1432	90413	GUAAH13236	Guatemala	NA	NA	Arabica	0	tostado molido fino	h	0	Guatemala, Antigua	5	6	6	6	6.5	6.5	6	6	6.5	6.5	61	citrico																														
AC1436	150413	CPOAH13245	Colombia	Cauca	Popayan	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Colombia - Cauca/Meseta Caucana	4	4	4.5	5	4.5	4	4.5	4.5	6.5	4.5	46	frutal, inmaduro																														
AC1436	150413	CPOAH13245	Colombia	Cauca	Popayan	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Colombia - Cauca/Meseta Caucana	4	4	4.5	5	4.5	4	4.5	4.5	6.5	4.5	46	frutal, inmaduro																														
AC1436	150413	CPOAH13245	Colombia	Cauca	Popayan	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Colombia - Cauca/Meseta Caucana	4	4	4.5	5	4.5	4	4.5	4.5	6.5	4.5	46	frutal, inmaduro																														
AC1437	150413	CINAH13246	Colombia	Cauca	Inza	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Colombia-Cauca/Inzá	5.5	7	6.5	6.5	6.5	7	7	6.5	7	7.5	67	floral, dulce																														
AC1437	150413	CINAH13246	Colombia	Cauca	Inza	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Colombia-Cauca/Inzá	5.5	7	6.5	6.5	6.5	7	7	6.5	7	7.5	67	floral, dulce																														
AC1437	150413	CINAH13246	Colombia	Cauca	Inza	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Colombia-Cauca/Inzá	5.5	7	6.5	6.5	6.5	7	7	6.5	7	7.5	67	floral, dulce																														
AC1441	150413	CSSAH13250	Colombia	Cauca	San Sebastian	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Colombia-Cauca/San Sebastián	3.5	4	4	4	4	4.5	4	4	4.5	4	40.5	Madera																														
AC1441	150413	CSSAH13250	Colombia	Cauca	San Sebastian	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Colombia-Cauca/San Sebastián	3.5	4	4	4	4	4.5	4	4	4.5	4	40.5	Madera																														
AC1441	150413	CSSAH13250	Colombia	Cauca	San Sebastian	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Colombia-Cauca/San Sebastián	3.5	4	4	4	4	4.5	4	4	4.5	4	40.5	Madera																														
AC1445	150413	MSMAH13254	Colombia	Magdalena	Santa Marta	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Santa Marta / vereda el oriente, 1133msnm, castillo	4.5	4.5	4.5	5	4	4.5	5	4.5	5	4.5	46	herbal					1133			CASTILLO(100)																						
AC1445	150413	MSMAH13254	Colombia	Magdalena	Santa Marta	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Santa Marta / vereda el oriente, 1133msnm, castillo	4.5	4.5	4.5	5	4	4.5	5	4.5	5	4.5	46	herbal					1133			CASTILLO(100)																						
AC1445	150413	MSMAH13254	Colombia	Magdalena	Santa Marta	100% ARABICA COLOMBIA	0	tostado molido fino	h	0	Santa Marta / vereda el oriente, 1133msnm, castillo	4.5	4.5	4.5	5	4	4.5	5	4.5	5	4.5	46	herbal					1133			CASTILLO(100)																						
AC1199	290312	HACAH12052	Colombia	Huila	Acevedo	100% ARABICA COLOMBIA	0	tostado molido y verde molido	h	0	Neiva	5.0	5.0	4.5	5.0	4.5	4.5	5.0	4.5	5.0	4.5	47.5	Chocolate dulce,Astringente,Herbal,Amargo,																														
AC1199	290312	HACAH12052	Colombia	Huila	Acevedo	100% ARABICA COLOMBIA	0	tostado molido y verde molido	h	0	Neiva	5.0	5.0	4.5	5.0	4.5	4.5	5.0	4.5	5.0	4.5	47.5	Chocolate dulce,Astringente,Herbal,Amargo,																														
AC1199	290312	HACAH12052	Colombia	Huila	Acevedo	100% ARABICA COLOMBIA	0	tostado molido y verde molido	h	0	Neiva	5.0	5.0	4.5	5.0	4.5	4.5	5.0	4.5	5.0	4.5	47.5	Chocolate dulce,Astringente,Herbal,Amargo,																														
AC1242	Jun2012	NUNAH12032	Colombia	Narino	Union	100% ARABICA COLOMBIA	0	verde molido y tostado molido fino	h	0	Almendra especial, 250 s/s	4.5	5.0	4.5	5.0	4.5	5.0	5.0	5.0	5.5	5.0	49.0	Chocolate amargo,Mieloso,Amargo,																														
AC1242	Jun2012	NUNAH12032	Colombia	Narino	Union	100% ARABICA COLOMBIA	0	verde molido y tostado molido fino	h	0	Almendra especial, 250 s/s	4.5	5.0	4.5	5.0	4.5	5.0	5.0	5.0	5.5	5.0	49.0	Chocolate amargo,Mieloso,Amargo,																														
AC1242	Jun2012	NUNAH12032	Colombia	Narino	Union	100% ARABICA COLOMBIA	0	verde molido y tostado molido fino	h	0	Almendra especial, 250 s/s	4.5	5.0	4.5	5.0	4.5	5.0	5.0	5.0	5.5	5.0	49.0	Chocolate amargo,Mieloso,Amargo,																														
